Date,Opp,Continuing_Players_WS48,Leaving_Players_WS48,Incoming_Players_WS48
1983-10-29,NJN,0.27470833333333333,0.07133333333333333,0.08391666666666667
1983-11-01,PHI,0.3086666666666667,0.0541875,0.06493750000000001
1983-11-03,NJN,0.2525833333333333,0.06608333333333334,0.06054166666666667
1983-11-04,ATL,0.23977083333333332,0.07216666666666666,0.0734375
1983-11-08,KCK,0.292375,0.06239583333333333,0.05514583333333333
1983-11-11,WSB,0.37285416666666665,0.07691666666666666,0.08210416666666666
1983-11-12,BOS,0.27266666666666667,0.05349999999999999,0.07443749999999999
1983-11-15,DET,0.31275,0.04497916666666667,0.042458333333333334
1983-11-17,SEA,0.30575,0.028729166666666667,0.041729166666666664
1983-11-19,IND,0.3216041666666667,0.06866666666666667,0.05102083333333333
1983-11-23,UTA,0.30181250000000004,0.08858333333333333,0.04991666666666666
1983-11-25,PHO,0.21370833333333336,0.07272916666666665,0.06537499999999999
1983-11-27,LAL,0.31745833333333334,0.07908333333333332,0.04691666666666666
1983-11-29,HOU,0.338375,0.07104166666666667,0.03458333333333333
1983-12-02,SAS,0.2217708333333333,0.07279166666666666,0.06958333333333333
1983-12-03,DAL,0.36237500000000006,0.06987499999999999,0.020999999999999998
1983-12-06,BOS,0.28783333333333333,0.05489583333333333,0.05279166666666667
1983-12-09,HOU,0.32385416666666667,0.06929166666666665,0.06839583333333332
1983-12-10,CLE,0.28575000000000006,0.05197916666666667,0.043791666666666666
1983-12-13,MIL,0.2904583333333333,0.0475,0.08064583333333333
1983-12-15,NYK,0.29618750000000005,0.0525,0.07710416666666667
1983-12-17,DAL,0.27379166666666666,0.05225,0.08675
1983-12-22,MIL,0.29510416666666667,0.0565,0.07854166666666666
1983-12-23,WSB,0.2662916666666667,0.060020833333333336,0.08214583333333333
1983-12-27,NYK,0.2918541666666667,0.04833333333333334,0.08247916666666666
1983-12-29,POR,0.2917708333333333,0.07091666666666667,0.08975
1983-12-30,DET,0.2881666666666667,0.052125,0.0855
1984-01-03,PHO,0.2807291666666667,0.06016666666666666,0.09802083333333332
1984-01-04,IND,0.28622916666666665,0.06333333333333334,0.09622916666666667
1984-01-06,WSB,0.33458333333333334,0.056999999999999995,0.09808333333333333
1984-01-07,WSB,0.27341666666666664,0.05541666666666666,0.09035416666666665
1984-01-10,IND,0.29133333333333333,0.06175,0.09041666666666666
1984-01-11,NJN,0.2454791666666667,0.06835416666666667,0.06408333333333333
1984-01-13,DET,0.3111875,0.06075,0.06454166666666666
1984-01-14,NYK,0.27675000000000005,0.056999999999999995,0.0958125
1984-01-17,CLE,0.2992916666666667,0.06716666666666667,0.09152083333333333
1984-01-19,NYK,0.23987500000000003,0.06264583333333333,0.0606875
1984-01-21,CLE,0.326125,0.051270833333333335,0.03704166666666666
1984-01-24,ATL,0.3190625,0.06883333333333333,0.072625
1984-01-26,DEN,0.2495,0.06327083333333335,0.09520833333333334
1984-01-31,BOS,0.26629166666666665,0.061875,0.06758333333333334
1984-02-01,ATL,0.26879166666666665,0.058333333333333334,0.058895833333333335
1984-02-03,CLE,0.20814583333333334,0.058062499999999996,0.08029166666666666
1984-02-04,NJN,0.2576041666666667,0.0676875,0.09131249999999999
1984-02-07,PHI,0.29818750000000005,0.0508125,0.08306249999999998
1984-02-08,NJN,0.3505208333333334,0.04758333333333333,0.059229166666666666
1984-02-10,PHI,0.3277083333333333,0.03952083333333334,0.06460416666666666
1984-02-11,GSW,0.3226875,0.05047916666666667,0.0486875
1984-02-14,SDC,0.3065833333333333,0.04902083333333333,0.07320833333333333
1984-02-17,SAS,0.27975000000000005,0.0735,0.10504166666666667
1984-02-19,MIL,0.3188125,0.059833333333333336,0.07635416666666667
1984-02-21,UTA,0.24085416666666667,0.04766666666666667,0.08025
1984-02-22,IND,0.32325000000000004,0.04833333333333334,0.05997916666666667
